Program_Name,Station_Name,Beach_Name,Lat_DD,Lon_DD,Municipality,County_Name,Station_Type_Name,Location_Type_Name,Result_Date,Result_Time,Result_Measure,Result_Comments,Units_Name,Result_Type_Name,Remark_Code_Name
"Cooperative Coastal Monitoring Program",OC1072,"Stockton Ave",39.6151911343,-74.1978774892,"Long Beach Township","Ocean County",Primary,Ocean,09/19/2022,06:17,10,"Imported from old, last updated: [2022-09-20 10:11:39.345485]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1085,"IBSP 1",39.8540073754,-74.0843698959,"Berkeley Township","Ocean County",Primary,Ocean,09/19/2022,08:05,10,"Imported from old, last updated: [2022-09-20 10:11:39.430182]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1095,"Lincoln Ave",39.9382037599,-74.0704307967,"Seaside Heights Borough","Ocean County",Primary,Ocean,09/19/2022,08:42,10,"Imported from old, last updated: [2022-09-20 10:11:39.527994]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1100,"South 3rd St",39.6515320211,-74.1706224745,"Ship Bottom Borough","Ocean County",Primary,Ocean,09/19/2022,06:39,10,"Imported from old, last updated: [2022-09-20 10:11:39.656464]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1020,"South Bath",40.2913981527,-73.9796819117,"Long Branch City","Monmouth County",Primary,Ocean,09/19/2022,07:49,5,"Imported from old, last updated: [2022-09-20 10:11:47.924234]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1021,"Elberon Bch Clb",40.2609915318,-73.9879961017,"Long Branch City","Monmouth County",Primary,Ocean,09/19/2022,07:09,5,"Imported from old, last updated: [2022-09-20 10:11:48.017668]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1023,"North Bath",40.2945292984,-73.9788529377,"Long Branch City","Monmouth County",Primary,Ocean,09/19/2022,07:57,5,"Imported from old, last updated: [2022-09-20 10:11:48.102255]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1039,Laird,40.3040574457,-73.9769902841,"Long Branch City","Monmouth County",Primary,Ocean,09/19/2022,08:07,5,"Imported from old, last updated: [2022-09-20 10:11:48.189774]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1047,"Ocean Beach Club",40.2692712907,-73.9848903782,"Long Branch City","Monmouth County",Primary,Ocean,09/19/2022,07:20,5,"Imported from old, last updated: [2022-09-20 10:11:48.299447]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",MC1084,"Imperial House",40.2774808730,-73.9829927536,"Long Branch City","Monmouth County",Primary,Ocean,09/19/2022,07:34,5,"Imported from old, last updated: [2022-09-20 10:11:48.393898]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1012,"New Hampshire",39.3635246753,-74.4092460815,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,10:16,5,"Imported from old, last updated: [2022-09-20 13:14:03.415433]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1017,Chelsea,39.3494279875,-74.4463456199,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:27,5,"Imported from old, last updated: [2022-09-20 13:14:03.497514]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1070,Kentucky,39.3554745965,-74.4269233806,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:51,5,"Imported from old, last updated: [2022-09-20 13:14:03.578886]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1071,"Connecticut Ave",39.3605040000,-74.4140890000,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,10:12,5,"Imported from old, last updated: [2022-09-20 13:14:03.66017]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1072,States,39.3591404117,-74.4172512894,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,10:08,5,"Imported from old, last updated: [2022-09-20 13:14:03.743717]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1073,"South Carolina",39.3565063266,-74.4227435068,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:57,5,"Imported from old, last updated: [2022-09-20 13:14:03.831391]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1074,"Rev Dr MLK Jr Blvd",39.3549078007,-74.4282571135,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:47,5,"Imported from old, last updated: [2022-09-20 13:14:03.920631]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1081,Texas,39.3515154234,-74.4403548234,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:35,5,"Imported from old, last updated: [2022-09-20 13:14:04.007536]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1082,Michigan,39.3539200931,-74.4321074770,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:44,5,"Imported from old, last updated: [2022-09-20 13:14:04.09058]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1084,"North Carolina",39.3568375192,-74.4214182749,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,10:02,5,"Imported from old, last updated: [2022-09-20 13:14:04.17045]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1085,Bartram,39.3438697006,-74.4596240949,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:18,5,"Imported from old, last updated: [2022-09-20 13:14:04.250933]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1189S,"Mississippi Ave",39.3526642998,-74.4364141849,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:40,5,"Imported from old, last updated: [2022-09-20 13:14:04.329951]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1195,"Iowa Ave",39.3506881638,-74.4429461658,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:31,5,"Imported from old, last updated: [2022-09-20 13:14:04.412205]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1199S,"Albany Ave Ocean Front",39.3473120000,-74.4515630000,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:23,5,"Imported from old, last updated: [2022-09-20 13:14:04.502691]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1206S,"Montgomery Ave",39.3425460000,-74.4624060000,"Atlantic City","Atlantic County",Primary,Ocean,09/19/2022,09:15,5,"Imported from old, last updated: [2022-09-20 13:14:04.588165]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1054,"75th Ocean Front",39.7034466073,-74.1335770736,"Harvey Cedars Borough","Ocean County",Primary,Ocean,09/26/2022,07:04,20,"Imported from old, last updated: [2022-09-27 11:11:12.643609]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",OC1068,"14th St Ocean Front",39.6448907967,-74.1762155318,"Ship Bottom Borough","Ocean County",Primary,Ocean,09/26/2022,06:43,10,"Imported from old, last updated: [2022-09-27 11:11:12.73457]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1072,"Stockton Ave",39.6151911343,-74.1978774892,"Long Beach Township","Ocean County",Primary,Ocean,09/26/2022,06:30,10,"Imported from old, last updated: [2022-09-27 11:11:12.820285]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",OC1100,"South 3rd St",39.6515320211,-74.1706224745,"Ship Bottom Borough","Ocean County",Primary,Ocean,09/26/2022,06:50,10,"Imported from old, last updated: [2022-09-27 11:11:12.907451]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1012,"New Hampshire",39.3635246753,-74.4092460815,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,10:22,5,"Imported from old, last updated: [2022-09-27 15:01:11.369611]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1017,Chelsea,39.3494279875,-74.4463456199,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:32,5,"Imported from old, last updated: [2022-09-27 15:01:11.448274]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1070,Kentucky,39.3554745965,-74.4269233806,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:54,5,"Imported from old, last updated: [2022-09-27 15:01:11.530773]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1071,"Connecticut Ave",39.3605040000,-74.4140890000,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,10:17,5,"Imported from old, last updated: [2022-09-27 15:01:11.614538]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1072,States,39.3591404117,-74.4172512894,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,10:14,5,"Imported from old, last updated: [2022-09-27 15:01:11.713199]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1073,"South Carolina",39.3565063266,-74.4227435068,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,10:07,5,"Imported from old, last updated: [2022-09-27 15:01:11.804535]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1074,"Rev Dr MLK Jr Blvd",39.3549078007,-74.4282571135,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:50,30,"Imported from old, last updated: [2022-09-27 15:01:11.898759]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1081,Texas,39.3515154234,-74.4403548234,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:39,5,"Imported from old, last updated: [2022-09-27 15:01:11.990861]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1082,Michigan,39.3539200931,-74.4321074770,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:46,5,"Imported from old, last updated: [2022-09-27 15:01:12.07992]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1084,"North Carolina",39.3568375192,-74.4214182749,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,10:10,10,"Imported from old, last updated: [2022-09-27 15:01:12.211289]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1085,Bartram,39.3438697006,-74.4596240949,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:24,5,"Imported from old, last updated: [2022-09-27 15:01:12.298891]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1189S,"Mississippi Ave",39.3526642998,-74.4364141849,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:42,5,"Imported from old, last updated: [2022-09-27 15:01:12.383805]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1195,"Iowa Ave",39.3506881638,-74.4429461658,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:36,5,"Imported from old, last updated: [2022-09-27 15:01:12.468634]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1199S,"Albany Ave Ocean Front",39.3473120000,-74.4515630000,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:29,15,"Imported from old, last updated: [2022-09-27 15:01:12.554918]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",AC1206S,"Montgomery Ave",39.3425460000,-74.4624060000,"Atlantic City","Atlantic County",Primary,Ocean,09/26/2022,09:20,5,"Imported from old, last updated: [2022-09-27 15:01:12.643178]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1051,"40th St",39.0857622167,-74.7234621549,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,08:45,2,"Imported from old, last updated: [2023-05-16 13:03:18.490673]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1101,Surf,39.2890008504,-74.5514799136,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:31,2,"Imported from old, last updated: [2023-05-16 13:03:18.58404]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1103,"9th St",39.2742697113,-74.5691610101,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:43,2,"Imported from old, last updated: [2023-05-16 13:03:18.672302]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1104,"34th St",39.2488712922,-74.6069292049,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:58,2,"Imported from old, last updated: [2023-05-16 13:03:18.758063]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1105,"55th St",39.2232582853,-74.6322934582,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,07:08,2,"Imported from old, last updated: [2023-05-16 13:03:18.845626]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1106,Williard,39.1969474571,-74.6508893406,"Upper Township","Cape May County",Primary,Ocean,05/15/2023,07:18,2,"Imported from old, last updated: [2023-05-16 13:03:18.931549]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1107,"34th St",39.1588270720,-74.6836733476,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,07:50,2,"Imported from old, last updated: [2023-05-16 13:03:19.015176]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1108,"40th St",39.1550425183,-74.6878292230,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,07:53,2,"Imported from old, last updated: [2023-05-16 13:03:19.096457]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1111,"21st St",39.0980749465,-74.7112370040,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,08:34,2,"Imported from old, last updated: [2023-05-16 13:03:19.180402]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1112,"83rd St",39.0598798791,-74.7474604102,"Stone Harbor Borough","Cape May County",Primary,Ocean,05/15/2023,09:40,2,"Imported from old, last updated: [2023-05-16 13:03:19.262152]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1116,"2nd & JFK",39.0026639500,-74.7867934600,"North Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:06,2,"Imported from old, last updated: [2023-05-16 13:03:19.348377]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1119,"Maple Ave",38.9857311185,-74.8034863297,"Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:34,2,"Imported from old, last updated: [2023-05-16 13:03:19.434425]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1120,Schellenger,38.9831232531,-74.8071697504,"Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:40,2,"Imported from old, last updated: [2023-05-16 13:03:19.521567]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1121,Montgomery,38.9791918712,-74.8126897203,"Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:45,2,"Imported from old, last updated: [2023-05-16 13:03:19.611568]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1122,Bennett,38.9756457284,-74.8185316746,"Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:51,2,"Imported from old, last updated: [2023-05-16 13:03:19.697269]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1123,Forgetmenot,38.9694971036,-74.8283883830,"Wildwood Crest Borough","Cape May County",Primary,Ocean,05/15/2023,07:00,4,"Imported from old, last updated: [2023-05-16 13:03:19.785052]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1124,Miami,38.9632662262,-74.8370528218,"Wildwood Crest Borough","Cape May County",Primary,Ocean,05/15/2023,07:11,2,"Imported from old, last updated: [2023-05-16 13:03:19.87618]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1125,Jefferson,38.9567699066,-74.8455837538,"Wildwood Crest Borough","Cape May County",Primary,Ocean,05/15/2023,07:18,2,"Imported from old, last updated: [2023-05-16 13:03:19.963123]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1127S,Brooklyn,38.9350000000,-74.8962530000,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,07:53,2,"Imported from old, last updated: [2023-05-16 13:03:20.045371]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1129,"Queen North",38.9299576174,-74.9121053437,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,08:18,2,"Imported from old, last updated: [2023-05-16 13:03:20.126349]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1130,"Ocean Ave",38.9289984484,-74.9191065864,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,08:33,2,"Imported from old, last updated: [2023-05-16 13:03:20.212122]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1133,Congress,38.9287287679,-74.9232037549,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,08:56,2,"Imported from old, last updated: [2023-05-16 13:03:20.297385]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1134,Grant,38.9286800659,-74.9267171610,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,09:10,2,"Imported from old, last updated: [2023-05-16 13:03:20.384151]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1135,Broadway,38.9287285150,-74.9312155740,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,09:15,2,"Imported from old, last updated: [2023-05-16 13:03:20.468789]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1136,2nd,38.9283628352,-74.9331964390,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,09:21,2,"Imported from old, last updated: [2023-05-16 13:03:20.554671]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1148,Brainard,38.9379590357,-74.9710431701,"Cape May Point Borough","Cape May County",Primary,Ocean,05/15/2023,10:43,2,"Imported from old, last updated: [2023-05-16 13:03:20.638983]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1154,"Richmond Ave",38.9561966340,-74.8462740194,"Lower Township","Cape May County",Primary,Ocean,05/15/2023,07:22,2,"Imported from old, last updated: [2023-05-16 13:03:20.721233]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1156,"30th St",39.0918139944,-74.7161837949,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,08:38,2,"Imported from old, last updated: [2023-05-16 13:03:20.806711]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1160,Park,39.2778464647,-74.5613139209,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:40,2,"Imported from old, last updated: [2023-05-16 13:03:20.890446]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1162,"24th St",39.2592770000,-74.5943042118,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:51,2,"Imported from old, last updated: [2023-05-16 13:03:20.97163]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1163,Webster,39.1959923818,-74.6520544678,"Upper Township","Cape May County",Primary,Ocean,05/15/2023,07:25,2,"Imported from old, last updated: [2023-05-16 13:03:21.067363]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1166,"59th St",39.1420697583,-74.6976336306,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,08:04,2,"Imported from old, last updated: [2023-05-16 13:03:21.151344]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1168,"9th St",39.1065101429,-74.7048292332,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,08:24,2,"Imported from old, last updated: [2023-05-16 13:03:21.238795]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1169,"90th St",39.0547640496,-74.7513928336,"Stone Harbor Borough","Cape May County",Primary,Ocean,05/15/2023,09:45,2,"Imported from old, last updated: [2023-05-16 13:03:21.321507]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1170,"108th St",39.0438538484,-74.7609814384,"Stone Harbor Borough","Cape May County",Primary,Ocean,05/15/2023,09:54,2,"Imported from old, last updated: [2023-05-16 13:03:21.408558]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1171,"119th St",39.0364842423,-74.7671852671,"Stone Harbor Borough","Cape May County",Primary,Ocean,05/15/2023,09:59,2,"Imported from old, last updated: [2023-05-16 13:03:21.495329]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1173,Whildin,38.9310073077,-74.9639848331,"Cape May Point Borough","Cape May County",Primary,Ocean,05/15/2023,09:33,2,"Imported from old, last updated: [2023-05-16 13:03:21.579377]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1174,Ocean,38.9326873857,-74.9667864934,"Cape May Point Borough","Cape May County",Primary,Ocean,05/15/2023,09:45,2,"Imported from old, last updated: [2023-05-16 13:03:21.668514]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1175,Lavendar,38.9736316468,-74.8219140659,"Wildwood Crest Borough","Cape May County",Primary,Ocean,05/15/2023,06:55,2,"Imported from old, last updated: [2023-05-16 13:03:21.752981]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1176,Philadelphia,38.9315318813,-74.9064319455,"Cape May City","Cape May County",Primary,Ocean,05/15/2023,08:02,2,"Imported from old, last updated: [2023-05-16 13:03:21.837571]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1177,"85th St",39.1250098417,-74.7069836129,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,08:13,2,"Imported from old, last updated: [2023-05-16 13:03:21.923503]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1178,"65th St",39.0715462725,-74.7382360115,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,09:31,2,"Imported from old, last updated: [2023-05-16 13:03:22.008952]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1179,"103rd St",39.0469857809,-74.7585603641,"Stone Harbor Borough","Cape May County",Primary,Ocean,05/15/2023,09:52,2,"Imported from old, last updated: [2023-05-16 13:03:22.095501]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1180,"24th St",38.9886811866,-74.8000556422,"North Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:30,2,"Imported from old, last updated: [2023-05-16 13:03:22.182549]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1181,North,39.2831767192,-74.5554126119,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:35,2,"Imported from old, last updated: [2023-05-16 13:03:22.270688]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1182,"16th St",39.2682209422,-74.5818322424,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:47,2,"Imported from old, last updated: [2023-05-16 13:03:22.36195]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1183,"28th St",39.2553306375,-74.5991135324,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,06:55,2,"Imported from old, last updated: [2023-05-16 13:03:22.44834]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1184,"48th St",39.2319057088,-74.6246904570,"Ocean City","Cape May County",Primary,Ocean,05/15/2023,07:04,2,"Imported from old, last updated: [2023-05-16 13:03:22.536482]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1185,"29th St",39.1625781672,-74.6826937794,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,07:46,2,"Imported from old, last updated: [2023-05-16 13:03:22.62205]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1186,"49th St",39.1488023215,-74.6928170883,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,08:00,2,"Imported from old, last updated: [2023-05-16 13:03:22.703711]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1187,"65th St",39.1379934395,-74.6999312409,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,08:06,2,"Imported from old, last updated: [2023-05-16 13:03:22.78732]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1188,"77th St",39.1304661189,-74.7040258775,"Sea Isle City","Cape May County",Primary,Ocean,05/15/2023,08:09,2,"Imported from old, last updated: [2023-05-16 13:03:22.872496]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1189,"15th St",39.1017422893,-74.7080618480,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,08:30,2,"Imported from old, last updated: [2023-05-16 13:03:22.956243]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1190,"50th St",39.0805716579,-74.7289039836,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,08:50,6,"Imported from old, last updated: [2023-05-16 13:03:23.043061]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1191,"57th St",39.0763374081,-74.7336487381,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,09:29,8,"Imported from old, last updated: [2023-05-16 13:03:23.129098]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1192,"76th St",39.0642112519,-74.7443818139,"Avalon Borough","Cape May County",Primary,Ocean,05/15/2023,09:35,2,"Imported from old, last updated: [2023-05-16 13:03:23.216656]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1193,"96th St",39.0514077929,-74.7545716237,"Stone Harbor Borough","Cape May County",Primary,Ocean,05/15/2023,09:48,2,"Imported from old, last updated: [2023-05-16 13:03:23.307486]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1195,Orchid,38.9664229034,-74.8330179345,"Wildwood Crest Borough","Cape May County",Primary,Ocean,05/15/2023,07:04,12,"Imported from old, last updated: [2023-05-16 13:03:23.40113]",CFU/100mL,Enterococcus,--
"Cooperative Coastal Monitoring Program",CC1196,Hollywood,38.9599786055,-74.8414105690,"Wildwood Crest Borough","Cape May County",Primary,Ocean,05/15/2023,07:15,2,"Imported from old, last updated: [2023-05-16 13:03:23.487088]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1210,"10th & JFK",38.9964063611,-74.7906740158,"North Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:21,2,"Imported from old, last updated: [2023-05-16 13:03:23.565046]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",CC1211,"18th Ave",38.9923107998,-74.7964688356,"North Wildwood City","Cape May County",Primary,Ocean,05/15/2023,06:26,2,"Imported from old, last updated: [2023-05-16 13:03:23.64511]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1000,"10th St North",39.4114907609,-74.3552985628,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,10:30,5,"Imported from old, last updated: [2023-05-16 14:38:02.784026]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1003,"Bramble Drive",39.3804348471,-74.3932847271,"Brigantine City","Atlantic County",Primary,Ocean,05/15/2023,09:53,5,"Imported from old, last updated: [2023-05-16 14:38:02.86645]",CFU/100mL,Enterococcus,K
"Cooperative Coastal Monitoring Program",AC1029S,"Gladstone Ave",39.3265834731,-74.4970211503,"Margate City","Atlantic County",Primary,Ocean,05/15/2023,08:43,5,"Imported from old, last updated: [2023-05-16 14:38:02.947828]",CFU/100mL,Enterococcus,K
